,contractor_id,plan_name,primary_trade,ladder_use,scaffolds,confined_space,aerial_lift,cpr_training,excavation,fall_protection,investigation_prgm,fatality_2017,fatality_2018,restricted_day_17,restricted_day_18,lost_days_17,lost_days_18,recordable_17,recordable_18,work_hours_17,work_hours_18,emr_17,emr_18,flame_spark_activity,hoisting_rigging_eq,live_electrical_component,electrical_component,safety_health_program,safety_manager,emp_involvement_plan,emp_performance_evalution,osha_citation,fatality_2019,restricted_day_19,lost_days_19,recordable_19,dart_17,dart_18,dart_19,days_away_cases_17,days_away_cases_18,days_away_cases_19,fatal_19_mis,lost_days_19_mis,restricted_mis,recordable_mis,fatal_18_mis,fatal_17_mis
7970,7971,> $1M,,yes,yes,no,yes,na,na,yes,yes,,,,,,,,,,,,,no,no,na,yes,yes,no,yes,no,no,,,,,,,,,,,0,0,0,0,0,0
7971,7972,> $1M,Division 3 - Concrete,yes,na,yes,yes,na,yes,yes,yes,0.0,0.0,0.0,0.0,49.0,302.0,5.0,11.0,344248.0,406222.0,0.86,0.83,yes,yes,na,na,yes,yes,yes,yes,no,0.0,0.0,246.0,9.0,3.0,9.0,6.0,,,,1,1,1,1,1,1
7972,7973,> $1M,,yes,no,no,yes,na,no,yes,yes,,,,,,,,,,,,,no,no,no,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
7973,7974,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
7974,7975,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34340.0,37883.0,0.9,0.92,no,na,yes,yes,yes,yes,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
7975,7976,> $1M,"Division 23 - Heating, Ventilating, and Air Conditioning (HVAC)",,,,,,,,,on,on,on,on,on,on,on,on,on,on,on,on,,,,,,,,,,,,,,on,on,,,,,0,0,0,0,1,1
7976,7977,> $1M,,yes,no,no,yes,yes,na,yes,yes,,,,,,,,,,,,,yes,yes,na,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
7977,7978,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,184.0,404.0,1.0,2.0,172890.0,175500.0,0.78,0.94,yes,na,na,yes,yes,no,yes,yes,no,0.0,0.0,618.0,2.0,1.0,2.0,2.0,,,,1,1,1,1,1,1
7978,7979,$500K or less,,yes,yes,no,yes,na,no,yes,yes,,,,,,,,,,,,,no,no,yes,yes,no,no,no,yes,no,,,,,,,,,,,0,0,0,0,0,0
7979,7980,> $1M,,yes,yes,na,yes,na,na,yes,yes,0.0,0.0,270.0,270.0,88.0,93.0,9.0,5.0,244212.0,209891.0,0.63,0.76,na,na,na,na,yes,yes,yes,yes,no,0.0,199.0,183.0,6.0,6.0,5.0,6.0,,,,1,1,1,1,1,1
7980,7981,> $1M,,yes,yes,yes,na,yes,yes,yes,yes,,,,,,,,,,,,,yes,na,yes,yes,no,yes,no,yes,no,,,,,,,,,,,0,0,0,0,0,0
7981,7982,> $1M,Division 32 - Exterior Improvements,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,no,yes,no,,,,,,,,,,,0,0,0,0,0,0
7982,7983,$500K or less,Division 44 - Pollution and Waste Control Equipment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,on,on,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
7983,7984,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
7984,7985,> $1M,,yes,yes,no,yes,na,no,yes,yes,,,,,,,,,,,,,no,no,na,yes,yes,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
7985,7986,> $1M,Custodial and Janitorial Services,yes,na,na,yes,yes,na,yes,yes,0.0,0.0,294.0,294.0,347.0,304.0,33.0,31.0,987109.0,1164512.0,1.44,1.47,na,na,na,na,yes,yes,yes,yes,no,0.0,348.0,49.0,40.0,25.0,24.0,38.0,,,,1,1,1,1,1,1
7986,7987,> $1M,"Division 23 - Heating, Ventilating, and Air Conditioning (HVAC)",yes,yes,yes,yes,no,yes,yes,yes,,,,,,,,,,,,,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,,,0,0,0,0,0,0
7987,7988,> $1M,,na,na,na,na,na,na,no,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48750.0,48750.0,1.0,1.0,na,na,na,na,no,no,no,no,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
7988,7989,$500K or less,,yes,yes,no,no,no,yes,yes,no,,,,,,,,,,,,,no,yes,na,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
7989,7990,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1184805.0,963211.0,0.84,0.89,yes,yes,na,yes,yes,yes,yes,yes,no,,,,,0.0,1.0,,,,,0,0,0,0,1,1
7990,7991,$500K or less,,yes,yes,no,yes,yes,na,yes,yes,,,,,,,,,,,,,na,na,na,yes,yes,no,yes,yes,yes,,,,,,,,,,,0,0,0,0,0,0
7991,7992,> $1M,,no,no,no,no,yes,no,yes,no,,,,,,,,,,,,,yes,no,no,yes,no,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
7992,7993,> $1M,,yes,no,no,yes,na,na,yes,yes,on,,on,on,on,,on,,on,,1.176,,no,na,na,na,yes,no,yes,yes,no,,,,,on,,,,,,0,0,0,0,0,1
7993,7994,> $1M,General Contractor - Commercial,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,163883.0,156379.0,1.08,0.89,na,na,yes,yes,yes,yes,yes,yes,no,,,,,1.0,0.0,,,,,0,0,0,0,1,1
7994,7995,> $1M,Division 32 - Exterior Improvements,yes,no,yes,no,yes,yes,yes,yes,,,,,,,,,,,,,no,no,no,yes,yes,yes,yes,yes,yes,,,,,,,,,,,0,0,0,0,0,0
7995,7996,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
7996,7997,> $1M,,yes,no,no,yes,na,yes,yes,yes,,,,,,,,,,,,,yes,no,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
7997,7998,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
7998,7999,> $1M,,yes,no,yes,no,no,na,yes,no,,,,,,,,,,,,,no,yes,na,yes,no,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
7999,8000,> $1M,Solid Waste Collection,yes,na,na,na,na,na,yes,yes,0.0,0.0,82.0,82.0,21.0,142.0,4.0,4.0,1721724.0,1793718.0,0.84,0.83,yes,na,na,yes,yes,yes,yes,yes,no,0.0,122.0,20.0,2.0,4.0,4.0,2.0,,,,1,1,1,1,1,1
8000,8001,$500K or less,,yes,yes,no,yes,yes,no,yes,yes,,,,,,,,,,,,,no,no,na,yes,no,yes,no,no,yes,,,,,,,,,,,0,0,0,0,0,0
8001,8002,> $1M,,yes,yes,no,yes,na,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63597.0,67388.0,0.79,0.79,no,yes,yes,yes,yes,no,yes,no,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
8002,8003,> $1M,,yes,no,no,yes,yes,no,yes,no,,,,,,,,,,,,,no,no,no,yes,no,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
8003,8004,> $1M,,yes,yes,no,yes,yes,no,yes,no,,,,,,,,,,,,,no,no,no,yes,yes,no,no,yes,no,,,,,,,,,,,0,0,0,0,0,0
8004,8005,> $1M,Division 32 - Exterior Improvements,yes,yes,no,yes,yes,no,yes,yes,,,,,,,,,,,,,yes,no,no,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8005,8006,> $1M,,yes,yes,yes,yes,yes,yes,yes,,on,,on,on,on,,on,,on,,1.13,,yes,yes,na,yes,yes,,,,no,,,,,on,,,,,,0,0,0,0,0,1
8006,8007,> $1M,Quality Control,no,yes,na,na,na,yes,no,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92300.0,94300.0,0.93,0.94,na,na,na,na,no,yes,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
8007,8008,> $1M,Division 13 - Special Construction,na,na,yes,na,na,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18904.0,30680.0,0.94,0.91,na,yes,na,yes,no,no,no,no,no,,,,,0.0,0.0,,,,,0,0,0,0,1,1
8008,8009,> $1M,,yes,yes,no,yes,yes,no,yes,yes,0.0,,0.0,0.0,70.0,,1.0,,41838.5,,0.8,,yes,yes,no,yes,yes,no,yes,yes,no,,,,,1.0,,,,,,0,0,0,0,0,1
8009,8010,> $1M,,yes,no,yes,yes,yes,yes,yes,no,,,,,,,,,,,,,no,no,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8010,8011,$500K or less,Low-Voltage Electrical Distribution,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8011,8012,$500K or less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,0,0,0,0,0,0
8012,8013,> $1M,Fire Protection Specialties,yes,yes,yes,yes,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,107906.85,117802.0,0.75,0.72,yes,na,na,yes,yes,yes,yes,yes,no,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
8013,8014,> $1M,Division 1 - General Requirements,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,na,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8014,8015,> $1M,Audio-Video Communications,yes,no,yes,no,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31777.0,53043.0,0.64,0.64,no,no,na,no,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
8015,8016,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8016,8017,> $1M,,yes,yes,no,yes,yes,no,yes,yes,0.0,,0.0,0.0,0.0,,0.0,,9834.0,,0.95,,no,no,no,no,yes,no,yes,yes,no,,,,,0.0,,,,,,0,0,0,0,0,1
8017,8018,> $1M,,yes,yes,yes,yes,na,yes,yes,yes,,,,,,,,,,,,,no,yes,na,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8018,8019,> $1M,Instrumentation and Control for HVAC,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,501516.0,466657.0,0.54,0.47,yes,yes,yes,yes,yes,yes,yes,yes,no,0.0,24.0,0.0,1.0,0.0,2.0,0.0,,,,1,1,1,1,1,1
8019,8020,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8020,8021,> $1M,Fire Protection Specialties,yes,yes,na,yes,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,180.0,0.0,1.0,111479.0,169230.0,1.1,1.02,na,yes,na,na,yes,yes,yes,yes,no,0.0,0.0,124.0,1.0,0.0,1.0,1.0,,,,1,1,1,1,1,1
8021,8022,> $1M,,yes,na,yes,yes,na,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40778.0,26017.0,0.88,on,yes,yes,na,yes,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
8022,8023,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,89.0,89.0,28.0,20.0,7.0,8.0,3300154.0,3738410.0,0.63,0.61,yes,yes,yes,yes,yes,yes,yes,yes,no,0.0,250.0,231.0,25.0,4.0,4.0,13.0,,,,1,1,1,1,1,1
8023,8024,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8024,8025,> $1M,,yes,yes,no,yes,na,no,yes,yes,,,,,,,,,,,,,no,no,no,no,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8025,8026,> $1M,Foodservice Equipment,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,31.0,29.0,5.0,1.0,187928.0,187928.0,1.48,1.16,yes,yes,yes,yes,yes,no,yes,yes,no,0.0,0.0,0.0,1.0,5.0,1.0,0.0,,,,1,1,1,1,1,1
8026,8027,> $1M,,yes,yes,yes,yes,na,yes,yes,yes,0.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,355494.0,323563.0,0.57,0.57,yes,yes,yes,yes,yes,yes,no,yes,no,on,on,on,on,1.0,1.0,on,,,,1,1,1,1,1,1
8027,8028,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,0,0,0,0,0,0
8028,8029,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8029,8030,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8030,8031,> $1M,,yes,yes,na,yes,yes,na,yes,yes,,,,,,,,,,,,,yes,na,na,yes,yes,yes,yes,yes,yes,,,,,,,,,,,0,0,0,0,0,0
8031,8032,> $1M,Division 9 - Finishes,na,na,na,na,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43413.0,43299.0,0.64,0.71,na,na,yes,yes,yes,no,yes,yes,no,,,,,0.0,0.0,,,,,0,0,0,0,1,1
8032,8033,> $1M,,yes,yes,no,yes,yes,no,yes,yes,,,,,,,,,,,,,no,yes,no,no,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8033,8034,> $1M,,yes,yes,yes,yes,no,yes,no,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
8034,8035,> $1M,,yes,no,yes,no,yes,yes,yes,yes,,,,,,,,,,,,,no,no,no,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8035,8036,$500K or less,,na,na,na,na,na,na,yes,yes,0.0,,0.0,0.0,0.0,,0.0,,10000.0,,0.5,,na,na,na,na,yes,no,yes,yes,no,,,,,0.0,,,,,,0,0,0,0,0,1
8036,8037,> $1M,,no,no,no,no,no,no,no,no,,,,,,,,,,,,,no,no,no,no,no,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
8037,8038,> $1M,Division 1 - General Requirements,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,31.0,31.0,396.0,546.0,15.0,15.0,1093796.0,1113491.0,0.68,0.9,yes,yes,na,yes,yes,yes,yes,yes,no,0.0,12.0,353.0,17.0,10.0,9.0,12.0,,,,1,1,1,1,1,1
8038,8039,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8039,8040,> $1M,Plaster and Gypsum Board,yes,yes,na,yes,yes,na,yes,yes,0.0,0.0,0.0,0.0,24.0,3.0,2.0,3.0,114400.0,250000.0,0.75,0.75,yes,na,na,na,yes,yes,yes,yes,no,,,,,2.0,3.0,,,,,0,0,0,0,1,1
8040,8041,$500K or less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8041,8042,$500K or less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8042,8043,> $1M,General Contractor - Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8043,8044,> $1M,,yes,yes,yes,yes,na,yes,no,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19200.0,19600.0,0.917,0.87,no,yes,na,yes,no,no,no,no,no,,,,,0.0,0.0,,,,,0,0,0,0,1,1
8044,8045,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8045,8046,> $1M,,yes,na,na,na,na,na,yes,yes,0.0,,0.0,0.0,0.0,,0.0,,33189.0,,0.959,,na,na,na,na,yes,yes,no,yes,no,,,,,0.0,,,,,,0,0,0,0,0,1
8046,8047,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8047,8048,> $1M,,yes,yes,yes,yes,yes,no,yes,yes,0.0,,0.0,0.0,0.0,,0.0,,18720.0,,0.77,,yes,yes,yes,yes,no,yes,yes,yes,no,,,,,0.0,,,,,,0,0,0,0,0,1
8048,8049,$500K or less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8049,8050,> $1M,,yes,yes,no,no,na,yes,yes,yes,,,,,,,,,,,,,no,yes,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8050,8051,> $1M,,yes,yes,yes,yes,na,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,0,0,0,0,0,0
8051,8052,> $1M,,na,na,no,no,yes,na,yes,yes,0.0,0.0,11.0,11.0,833.0,470.0,12.0,10.0,211455.0,174327.0,0.5,0.4,no,yes,na,na,yes,yes,yes,yes,no,,,,,10.0,7.0,,,,,0,0,0,0,1,1
8052,8053,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,0,0,0,0,0,0
8053,8054,> $1M,,yes,yes,no,yes,na,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57545.0,63910.0,0.922,0.859,no,no,yes,yes,yes,no,yes,yes,no,,,,,0.0,0.0,,,,,0,0,0,0,1,1
8054,8055,> $1M,,yes,yes,no,yes,no,na,yes,yes,,,,,,,,,,,,,na,yes,na,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8055,8056,> $1M,Building Demolition,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,55.0,55.0,0.0,0.0,3.0,3.0,279114.0,350787.0,0.66,0.64,yes,yes,no,yes,no,no,no,no,no,,,,,3.0,3.0,,,,,0,0,0,0,1,1
8056,8057,$500K or less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,0,0,0,0,0,0
8057,8058,> $1M,,yes,no,no,no,no,no,yes,yes,,,,,,,,,,,,,no,no,no,no,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8058,8059,> $1M,,yes,yes,no,yes,na,yes,yes,no,on,,on,on,on,,on,,on,,on,,yes,yes,yes,yes,no,no,yes,yes,no,,,,,on,,,,,,0,0,0,0,0,1
8059,8060,> $1M,,yes,yes,no,yes,yes,no,yes,yes,0.0,on,0.0,0.0,0.0,on,0.0,on,33980.0,on,1.0,on,yes,yes,yes,no,yes,yes,no,no,no,,,,,0.0,on,,,,,0,0,0,0,1,1
8060,8061,> $1M,,yes,yes,na,yes,yes,yes,yes,no,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,618235.0,344900.0,0.89,0.89,yes,yes,yes,yes,yes,yes,yes,no,no,,,,,1.0,1.0,,,,,0,0,0,0,1,1
8061,8062,> $1M,,yes,yes,no,yes,na,na,yes,yes,,,,,,,,,,,,,yes,yes,na,na,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8062,8063,> $1M,Video Surveillance,yes,no,no,yes,na,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4843.0,10343.0,1.0,1.0,no,no,no,yes,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
8063,8064,$500K or less,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8064,8065,> $1M,Division 1 - General Requirements,yes,yes,yes,na,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98487.0,138233.0,0.7,0.72,yes,yes,no,yes,yes,yes,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
8065,8066,> $1M,Division 1 - General Requirements,yes,yes,yes,yes,yes,yes,yes,yes,0.0,,0.0,0.0,0.0,,1.0,,104096.0,,0.64,,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,0.0,,,,,,0,0,0,0,0,1
8066,8067,> $1M,,yes,yes,no,yes,yes,na,yes,yes,,,,,,,,,,,,,no,yes,na,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8067,8068,> $1M,,na,no,no,no,na,na,no,yes,0.0,0.0,0.0,0.0,99.0,15.0,2.0,4.0,226199.0,215254.0,0.61,0.6,na,na,na,yes,yes,yes,yes,yes,no,0.0,78.0,0.0,4.0,2.0,3.0,3.0,,,,1,1,1,1,1,1
8068,8069,> $1M,General Contractor - Commercial,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,0,0,0,0,0,0
8069,8070,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8070,8071,> $1M,,yes,na,na,yes,yes,na,yes,yes,,,,,,,,,,,,,yes,na,na,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8071,8072,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8072,8073,> $1M,,yes,yes,na,yes,na,na,yes,yes,,,,,,,,,,,,,no,na,na,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8073,8074,> $1M,,yes,no,no,no,yes,no,yes,yes,0.0,0.0,0.0,0.0,473.0,548.0,3.0,9.0,356706.0,328585.0,1.12,1.15,yes,yes,yes,yes,yes,no,yes,yes,no,0.0,0.0,418.0,4.0,3.0,9.0,4.0,,,,1,1,1,1,1,1
8074,8075,> $1M,Division 34 - Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8075,8076,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8076,8077,> $1M,,yes,yes,no,yes,na,yes,no,no,,,,,,,,,,,,,yes,no,no,yes,no,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
8077,8078,$500K or less,Division 32 - Exterior Improvements,yes,na,na,na,yes,na,yes,yes,,,,,,,,,,,,,na,na,na,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8078,8079,> $1M,,yes,yes,no,no,na,no,yes,yes,,,,,,,,,,,,,no,no,no,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8079,8080,> $1M,,yes,yes,no,yes,na,no,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24358.0,30085.0,0.88,0.89,yes,yes,yes,yes,yes,no,no,no,no,,,,,0.0,0.0,,,,,0,0,0,0,1,1
8080,8081,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8081,8082,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8082,8083,> $1M,Excavation and Fill,yes,no,yes,no,na,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53395.0,108193.0,0.96,0.93,no,no,no,yes,yes,no,no,yes,no,,,,,0.0,0.0,,,,,0,0,0,0,1,1
8083,8084,> $1M,General Contractor - Heavy/Highway,yes,na,yes,na,yes,yes,yes,yes,0.0,0.0,9.0,9.0,1.0,0.0,1.0,1.0,51648.0,28592.0,0.84,0.8,yes,yes,na,na,no,no,no,no,yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,1,1,1,1,1,1
8084,8085,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8085,8086,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8086,8087,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1037211.0,1079869.0,0.68,0.67,yes,no,yes,na,yes,yes,yes,yes,no,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
8087,8088,> $1M,,yes,yes,yes,yes,yes,na,yes,yes,0.0,0.0,2.0,2.0,0.0,39.0,9.0,26.0,1159173.0,1903227.0,0.71,0.53,yes,yes,yes,yes,yes,yes,yes,yes,no,0.0,187.0,173.0,20.0,2.0,3.0,2.0,,,,1,1,1,1,1,1
8088,8089,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8089,8090,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
8090,8091,> $1M,,yes,no,no,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,no,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8091,8092,> $1M,Division 3 - Concrete,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,0,0,0,0,0,0
8092,8093,> $1M,,yes,yes,no,yes,yes,na,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8093,8094,> $1M,,yes,na,yes,yes,yes,na,yes,yes,0.0,0.0,0.0,0.0,160.0,0.0,1.0,0.0,63450.0,57875.0,1.39,1.32,na,na,na,yes,yes,yes,no,no,yes,,,,,1.0,0.0,,,,,0,0,0,0,1,1
8094,8095,> $1M,,no,no,no,no,yes,no,yes,yes,,,,,,,,,,,,,no,no,no,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8095,8096,> $1M,,yes,no,no,yes,na,no,yes,yes,,,,,,,,,,,,,yes,yes,no,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
8096,8097,> $1M,,yes,yes,yes,yes,na,no,yes,yes,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,348158.0,602662.0,0.7,0.7,yes,no,no,yes,yes,yes,yes,yes,no,1.0,1.0,2.0,4.0,0.0,1.0,4.0,,,,1,1,1,1,1,1
